order_id,product_id,quantity,total_price
892.0,125909.0,1.0,349.75
892.0,,2.0,851.28
892.0,7172.0,1.0,123.11
892.0,136461.0,1.0,377.2
893.0,121245.0,3.0,724.74
893.0,108529.0,2.0,307.76
,37290.0,2.0,114.46
894.0,21775.0,3.0,465.45000000000005
894.0,137768.0,2.0,641.68
895.0,133248.0,3.0,905.4300000000001
895.0,112405.0,3.0,758.34
895.0,88630.0,3.0,243.39
895.0,68310.0,1.0,243.09
895.0,40396.0,1.0,118.7
896.0,147093.0,2.0,961.28
896.0,138647.0,1.0,259.7
896.0,87859.0,2.0,830.88
,113155.0,1.0,133.6
897.0,98051.0,1.0,94.35
,15432.0,1.0,118.39
897.0,50128.0,1.0,408.56
898.0,18756.0,2.0,412.12
898.0,93229.0,2.0,157.22
,1147.0,1.0,88.9
898.0,95700.0,3.0,917.6999999999999
899.0,98691.0,2.0,343.76
899.0,1973.0,3.0,942.39
900.0,4416.0,2.0,849.9
,124197.0,2.0,831.58
901.0,335.0,1.0,416.26
901.0,4709.0,2.0,334.08
,,3.0,768.21
901.0,24558.0,3.0,1455.0
902.0,14206.0,1.0,409.59
902.0,93135.0,3.0,1491.6
902.0,127666.0,1.0,375.61
903.0,98623.0,3.0,726.48
903.0,22356.0,,161.48
903.0,112155.0,3.0,871.83
903.0,82286.0,2.0,216.04
903.0,67253.0,1.0,379.55
904.0,20561.0,,912.78
905.0,125440.0,2.0,280.68
,11381.0,3.0,349.77
905.0,119580.0,1.0,439.7
905.0,61377.0,3.0,948.75
906.0,8043.0,1.0,297.83
906.0,106718.0,2.0,799.18
906.0,41855.0,,408.34
907.0,,1.0,233.91
908.0,18540.0,1.0,177.04
908.0,6192.0,,256.49
908.0,40783.0,2.0,178.78
909.0,139086.0,1.0,448.65
909.0,,1.0,209.78
909.0,96462.0,3.0,1189.8600000000001
909.0,35302.0,3.0,1479.6299999999999
909.0,48633.0,3.0,500.07
910.0,86886.0,3.0,1323.0
910.0,1433.0,3.0,162.24
910.0,135958.0,1.0,28.23
910.0,60846.0,2.0,468.28
910.0,21640.0,1.0,50.35
911.0,116346.0,3.0,1303.6200000000001
911.0,45532.0,3.0,949.4100000000001
911.0,147895.0,2.0,312.76
911.0,108300.0,1.0,81.88
,38982.0,2.0,587.76
912.0,71955.0,2.0,840.38
912.0,10891.0,3.0,30.42
912.0,67582.0,1.0,321.67
912.0,125748.0,3.0,455.58000000000004
912.0,130421.0,1.0,73.87
913.0,119033.0,1.0,300.74
913.0,130665.0,2.0,832.0
913.0,49111.0,2.0,329.76
913.0,147661.0,1.0,70.6
913.0,34073.0,2.0,987.96
914.0,122762.0,3.0,184.35000000000002
914.0,132011.0,3.0,52.08
914.0,8341.0,3.0,77.88
914.0,,2.0,91.26
915.0,116910.0,1.0,331.0
915.0,10996.0,2.0,445.4
,57414.0,3.0,197.64
916.0,25449.0,3.0,1007.31
916.0,33945.0,2.0,638.16
916.0,97402.0,1.0,288.42
916.0,143975.0,2.0,452.88
916.0,63139.0,2.0,36.94
917.0,98350.0,2.0,940.08
917.0,94481.0,2.0,743.1
918.0,11328.0,3.0,666.5699999999999
918.0,92221.0,1.0,184.11
919.0,13565.0,3.0,464.79
919.0,67687.0,1.0,488.71
919.0,121699.0,3.0,536.34
,42215.0,3.0,530.49
919.0,141682.0,2.0,318.64
920.0,77180.0,3.0,
921.0,108867.0,3.0,445.14
921.0,100363.0,1.0,138.27
922.0,,1.0,290.54
922.0,71776.0,2.0,
922.0,115597.0,1.0,192.49
922.0,142148.0,3.0,428.64
,119285.0,2.0,902.16
923.0,65615.0,3.0,929.1299999999999
923.0,133213.0,1.0,148.46
923.0,69221.0,3.0,737.52
923.0,56378.0,2.0,122.12
924.0,9849.0,1.0,
924.0,14036.0,2.0,597.28
924.0,550.0,3.0,862.3799999999999
924.0,53901.0,2.0,902.24
925.0,84904.0,2.0,62.66
926.0,89525.0,,46.5
926.0,73759.0,3.0,1316.52
927.0,137518.0,,221.18
,94929.0,1.0,12.81
,3077.0,3.0,190.41
928.0,71315.0,1.0,
,75324.0,1.0,395.55
929.0,118821.0,2.0,83.6
929.0,26157.0,1.0,284.79
929.0,94835.0,3.0,1417.6200000000001
930.0,79354.0,1.0,442.78
930.0,124834.0,2.0,171.16
930.0,43403.0,2.0,122.92
930.0,2177.0,3.0,788.3700000000001
931.0,126024.0,2.0,479.26
931.0,,3.0,1308.78
931.0,115826.0,3.0,46.83
,125844.0,1.0,43.3
932.0,55734.0,3.0,540.96
932.0,,3.0,479.54999999999995
932.0,147322.0,1.0,96.09
,107787.0,1.0,311.47
933.0,31051.0,2.0,337.9
934.0,81193.0,2.0,963.86
934.0,,2.0,434.3
935.0,136280.0,3.0,1013.31
935.0,109962.0,2.0,100.32
936.0,36032.0,1.0,415.91
936.0,37802.0,3.0,436.02
937.0,119744.0,1.0,302.92
937.0,29065.0,3.0,392.73
938.0,25239.0,2.0,293.18
938.0,52350.0,1.0,
939.0,67006.0,,1434.18
939.0,95413.0,2.0,432.84
939.0,74989.0,3.0,1083.3600000000001
940.0,132593.0,3.0,754.8
940.0,46996.0,3.0,967.9499999999999
940.0,67561.0,3.0,1184.49
,46270.0,1.0,331.58
940.0,149843.0,2.0,46.38
941.0,144428.0,,880.78
941.0,30357.0,2.0,117.2
941.0,48051.0,3.0,1130.1
941.0,88836.0,1.0,381.37
942.0,26090.0,1.0,176.53
942.0,40751.0,1.0,375.58
942.0,,2.0,267.66
942.0,108900.0,2.0,645.8
,39473.0,2.0,601.16
943.0,,,217.34
943.0,49825.0,,68.4
943.0,58953.0,3.0,482.34000000000003
,114182.0,1.0,124.18
944.0,115442.0,1.0,313.38
944.0,99237.0,2.0,871.56
944.0,7028.0,3.0,1288.6200000000001
944.0,62809.0,2.0,956.22
944.0,57225.0,2.0,675.92
945.0,84346.0,3.0,490.71
945.0,19248.0,1.0,44.57
945.0,37610.0,1.0,306.11
,40941.0,3.0,325.86
947.0,68420.0,3.0,696.36
947.0,61224.0,3.0,1123.17
947.0,78984.0,3.0,991.6800000000001
948.0,49826.0,3.0,220.02
948.0,97641.0,3.0,97.71000000000001
948.0,126939.0,,924.14
948.0,41355.0,1.0,459.22
949.0,81284.0,2.0,559.06
949.0,99363.0,3.0,506.64
,146906.0,2.0,367.9
951.0,75822.0,3.0,53.34
,85519.0,3.0,1129.26
951.0,75061.0,1.0,311.26
952.0,100556.0,2.0,205.82
953.0,,2.0,215.06
,142596.0,2.0,507.0
953.0,74002.0,1.0,201.0
953.0,,1.0,17.01
954.0,131184.0,3.0,492.87
954.0,76951.0,,276.3
955.0,49953.0,2.0,192.5
955.0,101328.0,2.0,878.02
955.0,125415.0,2.0,512.9
955.0,,1.0,264.36
955.0,109417.0,1.0,205.94
956.0,26762.0,2.0,
956.0,55317.0,2.0,112.32
956.0,29760.0,2.0,953.98
,102973.0,1.0,171.67
957.0,21282.0,1.0,19.4
958.0,123673.0,1.0,118.89
958.0,98104.0,2.0,844.3
958.0,120882.0,1.0,218.39
958.0,36569.0,3.0,1150.77
959.0,109001.0,3.0,467.82
959.0,990.0,2.0,252.82
959.0,,1.0,384.17
959.0,93299.0,1.0,
959.0,28433.0,2.0,895.0
960.0,,3.0,887.73
960.0,5216.0,2.0,775.8
961.0,66951.0,2.0,621.96
961.0,127103.0,2.0,356.94
961.0,110762.0,2.0,577.96
962.0,95418.0,1.0,256.8
963.0,37925.0,2.0,849.86
963.0,51275.0,1.0,250.59
963.0,88977.0,3.0,1312.92
964.0,24658.0,1.0,254.81
964.0,146538.0,2.0,768.54
965.0,1499.0,3.0,1490.85
965.0,94297.0,2.0,208.16
965.0,126256.0,3.0,1389.66
966.0,142816.0,2.0,353.3
966.0,78503.0,2.0,412.82
966.0,45072.0,1.0,434.63
,124276.0,3.0,678.51
966.0,,2.0,851.98
967.0,27685.0,3.0,1213.44
967.0,77285.0,3.0,1158.4499999999998
967.0,54255.0,1.0,
967.0,90528.0,2.0,53.02
968.0,37263.0,3.0,1222.98
968.0,24654.0,3.0,1191.1200000000001
968.0,29263.0,,1440.81
969.0,115931.0,2.0,502.34
,34816.0,2.0,695.3
969.0,19205.0,2.0,675.42
970.0,26049.0,1.0,165.58
971.0,144124.0,1.0,347.88
971.0,93813.0,2.0,118.98
971.0,73586.0,2.0,150.04
,109988.0,3.0,367.08
972.0,139497.0,1.0,154.01
972.0,27582.0,2.0,365.52
972.0,121394.0,1.0,254.7
972.0,102455.0,,1090.8600000000001
,115273.0,1.0,409.65
973.0,109062.0,1.0,58.66
,77087.0,2.0,947.98
974.0,84324.0,,1174.1399999999999
974.0,25176.0,1.0,394.22
974.0,144742.0,1.0,46.59
974.0,118686.0,3.0,
974.0,53999.0,3.0,947.4300000000001
975.0,16850.0,2.0,813.34
975.0,82853.0,2.0,673.16
975.0,46411.0,3.0,1064.8799999999999
975.0,84829.0,3.0,963.81
975.0,63383.0,2.0,586.52
976.0,,1.0,40.82
976.0,73221.0,2.0,174.54
976.0,77846.0,3.0,1383.0
976.0,,1.0,118.16
976.0,108004.0,1.0,54.01
977.0,19272.0,,
977.0,136743.0,2.0,662.54
977.0,19480.0,1.0,412.39
977.0,20241.0,2.0,327.92
977.0,6989.0,3.0,1359.24
978.0,21029.0,1.0,69.09
978.0,107255.0,2.0,734.86
978.0,42064.0,1.0,412.37
978.0,57203.0,1.0,75.84
978.0,19199.0,2.0,743.04
979.0,93257.0,1.0,
979.0,87320.0,1.0,227.11
979.0,77569.0,1.0,185.43
979.0,147824.0,2.0,875.3
979.0,136977.0,1.0,94.68
980.0,137173.0,2.0,224.44
981.0,,3.0,739.6500000000001
982.0,25796.0,1.0,98.72
,67653.0,2.0,959.76
982.0,39768.0,3.0,1161.78
983.0,251.0,2.0,600.72
984.0,101221.0,2.0,805.34
984.0,119861.0,2.0,163.58
984.0,37906.0,3.0,961.3499999999999
984.0,79397.0,2.0,364.08
985.0,30885.0,3.0,954.27
985.0,148640.0,3.0,200.43
985.0,33618.0,3.0,744.5999999999999
986.0,20095.0,3.0,1267.47
986.0,146397.0,3.0,590.0699999999999
987.0,140935.0,2.0,27.64
987.0,149564.0,3.0,239.64
988.0,89174.0,3.0,539.34
989.0,149148.0,3.0,1082.01
989.0,25568.0,3.0,729.96
989.0,140650.0,2.0,386.12
989.0,87311.0,2.0,274.22
989.0,91390.0,1.0,466.48
990.0,21894.0,2.0,809.38
990.0,105302.0,3.0,481.95000000000005
990.0,49751.0,,421.53
991.0,14825.0,1.0,436.82
991.0,83082.0,2.0,344.96
991.0,5590.0,2.0,
991.0,8738.0,3.0,977.4000000000001
,131528.0,3.0,821.8199999999999
992.0,61575.0,3.0,171.51
993.0,52216.0,2.0,714.28
993.0,,3.0,681.9000000000001
993.0,63295.0,3.0,415.08000000000004
994.0,57281.0,1.0,248.23
994.0,31775.0,3.0,247.56
,13659.0,1.0,103.07
994.0,80860.0,2.0,765.62
994.0,11494.0,3.0,1474.56
995.0,51283.0,3.0,183.87
995.0,99691.0,3.0,1046.8799999999999
996.0,105249.0,1.0,309.63
996.0,116344.0,3.0,1420.35
996.0,94844.0,1.0,196.05
996.0,52627.0,1.0,80.81
996.0,35174.0,1.0,391.0
997.0,77016.0,2.0,260.4
997.0,112295.0,1.0,360.99
998.0,32004.0,2.0,813.8
999.0,127298.0,1.0,188.04
999.0,137410.0,2.0,244.84
1000.0,113404.0,3.0,1025.22
1000.0,38064.0,3.0,916.3199999999999
1000.0,135845.0,2.0,756.84
1000.0,146881.0,1.0,233.59
1001.0,16448.0,2.0,849.26
1002.0,77426.0,2.0,647.5
1003.0,126728.0,1.0,275.7
1003.0,80801.0,3.0,522.0
1004.0,3359.0,3.0,753.63
1004.0,32565.0,2.0,349.0
1004.0,72748.0,3.0,58.83
,70987.0,1.0,453.86
1005.0,,1.0,469.93
,102743.0,2.0,109.18
1005.0,1412.0,2.0,726.9
1005.0,44040.0,1.0,107.79
1006.0,123085.0,3.0,141.51
1006.0,85194.0,3.0,1391.91
1006.0,479.0,3.0,1339.65
,134872.0,2.0,42.44
1007.0,18996.0,3.0,931.23
1007.0,128042.0,2.0,868.14
1007.0,38923.0,2.0,124.32
1007.0,110380.0,1.0,425.88
1007.0,141607.0,1.0,303.99
1008.0,97413.0,2.0,677.52
1008.0,123709.0,3.0,470.84999999999997
1008.0,13518.0,1.0,366.77
1009.0,81629.0,2.0,33.38
1009.0,17209.0,1.0,
1009.0,58552.0,3.0,1427.22
,7640.0,1.0,24.89
1010.0,26307.0,2.0,141.08
1011.0,122641.0,2.0,951.42
1011.0,,3.0,555.42
1011.0,148104.0,2.0,207.48
1012.0,,,511.66
1012.0,32312.0,1.0,400.05
1012.0,95787.0,3.0,766.83
1012.0,14836.0,2.0,340.0
1013.0,148646.0,1.0,358.45
1013.0,57301.0,3.0,129.51
1013.0,111387.0,1.0,178.87
1013.0,116800.0,2.0,711.08
1013.0,42848.0,1.0,157.91
,62702.0,1.0,314.75
1014.0,142239.0,3.0,605.79
,23540.0,3.0,635.3100000000001
1015.0,20210.0,2.0,618.4
1015.0,65703.0,1.0,233.6
1015.0,137776.0,,376.1
1015.0,115178.0,2.0,705.68
1016.0,16940.0,2.0,660.32
1017.0,48925.0,1.0,118.43
1017.0,124933.0,3.0,1353.27
1018.0,13388.0,1.0,375.92
1019.0,142071.0,3.0,228.0
1019.0,26155.0,3.0,1292.6399999999999
1019.0,120174.0,1.0,47.71
,82847.0,2.0,100.04
1019.0,6039.0,1.0,260.41
1020.0,128886.0,3.0,1323.99
1020.0,41201.0,2.0,502.6
1021.0,44853.0,,88.07
1021.0,14063.0,2.0,557.52
1021.0,112244.0,2.0,898.78
,14043.0,1.0,177.52
1022.0,47226.0,3.0,1011.9300000000001
,39493.0,2.0,539.02
1022.0,73966.0,2.0,996.0
1022.0,123961.0,2.0,671.66
1023.0,54393.0,3.0,1395.9
1023.0,111501.0,3.0,392.18999999999994
1023.0,94572.0,1.0,326.9
1024.0,107986.0,3.0,254.61
1024.0,23849.0,1.0,51.13
1024.0,20485.0,2.0,312.46
,30467.0,1.0,196.22
1024.0,145603.0,3.0,583.77
1025.0,87245.0,1.0,364.69
1025.0,77378.0,3.0,1284.42
1025.0,124892.0,3.0,1276.29
1025.0,436.0,2.0,178.62
1025.0,147622.0,3.0,
1026.0,116433.0,2.0,464.44
1026.0,116568.0,1.0,293.28
1026.0,27741.0,1.0,143.42
1026.0,27843.0,1.0,401.71
1027.0,70113.0,1.0,144.34
1027.0,130280.0,2.0,862.56
1027.0,60372.0,1.0,228.91
1028.0,88435.0,2.0,280.44
1029.0,26588.0,2.0,798.48
1030.0,70696.0,2.0,977.98
1030.0,36279.0,3.0,364.56
1030.0,52322.0,2.0,811.02
1030.0,54990.0,2.0,169.92
1030.0,101077.0,1.0,465.13
1031.0,65713.0,1.0,240.53
1031.0,76233.0,2.0,735.86
1031.0,118879.0,3.0,523.53
1031.0,83883.0,2.0,184.1
1031.0,66137.0,3.0,249.78000000000003
1032.0,95282.0,2.0,728.82
1032.0,,1.0,148.22
1032.0,65259.0,2.0,906.46
1032.0,7422.0,1.0,186.21
1032.0,88774.0,1.0,70.96
1033.0,108793.0,1.0,388.5
1033.0,68702.0,3.0,114.78
1033.0,75701.0,2.0,351.24
1034.0,67064.0,3.0,252.32999999999998
1035.0,24247.0,2.0,926.34
1035.0,39826.0,2.0,163.58
1035.0,114995.0,1.0,397.28
1036.0,139501.0,3.0,993.39
1036.0,,1.0,282.63
1036.0,111135.0,3.0,1347.3899999999999
1036.0,131715.0,2.0,562.32
,90926.0,2.0,652.92
1037.0,115371.0,3.0,540.9000000000001
1037.0,10918.0,2.0,85.32
1038.0,89783.0,2.0,661.96
1038.0,71454.0,1.0,377.31
1038.0,84385.0,3.0,943.5899999999999
1039.0,60473.0,1.0,129.85
1039.0,109670.0,3.0,1487.82
1039.0,36712.0,2.0,579.68
1040.0,127318.0,3.0,808.1999999999999
1041.0,108511.0,3.0,109.56
1041.0,,1.0,53.08
1041.0,82214.0,3.0,284.76
1041.0,145889.0,1.0,423.32
1041.0,85608.0,1.0,231.18
1042.0,12261.0,1.0,335.7
1043.0,10139.0,2.0,744.32
1044.0,85500.0,3.0,1111.8899999999999
1044.0,46722.0,3.0,909.42
1045.0,71156.0,1.0,130.2
1045.0,23509.0,3.0,443.25
1045.0,85443.0,3.0,1191.18
1046.0,2948.0,2.0,230.0
1046.0,7147.0,2.0,953.26
1047.0,77704.0,3.0,82.77
1047.0,,3.0,1475.73
1047.0,81403.0,3.0,70.92
,54410.0,1.0,145.35
1048.0,111213.0,2.0,64.6
1048.0,108732.0,3.0,801.81
1049.0,7436.0,2.0,603.28
1049.0,87164.0,2.0,500.1
1050.0,26541.0,,559.38
1050.0,27921.0,1.0,156.55
1050.0,26576.0,1.0,62.02
1050.0,20523.0,2.0,561.5
1051.0,45480.0,3.0,514.26
1051.0,148415.0,3.0,755.76
1051.0,72172.0,3.0,1496.43
1051.0,44848.0,1.0,294.09
1051.0,98065.0,1.0,338.52
1052.0,32318.0,1.0,305.82
1052.0,74657.0,1.0,80.39
1053.0,114403.0,1.0,232.82
1053.0,66484.0,2.0,588.04
1053.0,105708.0,2.0,847.08
1054.0,129792.0,2.0,198.64
1054.0,72431.0,1.0,475.96
1054.0,106959.0,2.0,123.6
1054.0,17395.0,2.0,295.54
1054.0,91340.0,1.0,463.94
1055.0,101818.0,3.0,1040.82
1055.0,38529.0,3.0,772.89
1055.0,140990.0,1.0,406.26
1055.0,59052.0,1.0,11.38
1056.0,49949.0,2.0,950.9
1056.0,136588.0,2.0,527.12
1056.0,146529.0,1.0,126.92
1056.0,48398.0,1.0,72.02
1057.0,88885.0,2.0,781.96
1057.0,83461.0,3.0,997.6800000000001
1057.0,129055.0,2.0,58.4
1058.0,53588.0,3.0,608.4000000000001
1058.0,113408.0,2.0,612.9
1059.0,76253.0,3.0,861.27
1060.0,142695.0,3.0,1134.03
1060.0,80821.0,2.0,164.74
1060.0,51110.0,2.0,751.16
1060.0,13502.0,3.0,252.48
1061.0,118540.0,3.0,173.25
1061.0,415.0,3.0,692.73
1061.0,,2.0,196.84
1061.0,25932.0,1.0,345.82
1061.0,83623.0,,759.12
1062.0,60694.0,2.0,68.84
1062.0,61204.0,2.0,810.12
1062.0,102819.0,2.0,779.16
,94718.0,1.0,447.0
1063.0,5134.0,1.0,24.69
1063.0,8862.0,1.0,295.11
1063.0,124243.0,3.0,1367.43
1064.0,103254.0,1.0,227.71
1064.0,100714.0,1.0,
1064.0,40946.0,,1464.93
1064.0,38295.0,2.0,951.58
1065.0,129440.0,2.0,936.4
1066.0,36480.0,2.0,976.5
1067.0,132313.0,2.0,152.6
1067.0,26496.0,3.0,307.29
1068.0,147636.0,1.0,25.8
1068.0,132607.0,1.0,324.67
1068.0,93045.0,2.0,687.68
1069.0,42818.0,3.0,386.64
1069.0,141720.0,1.0,324.9
1070.0,78491.0,1.0,91.06
1070.0,,1.0,139.76
1070.0,23811.0,3.0,383.01
1070.0,17343.0,3.0,1265.46
1070.0,64943.0,2.0,808.92
1071.0,16028.0,3.0,1187.91
1071.0,83577.0,3.0,1369.47
1071.0,76897.0,1.0,148.82
1071.0,145256.0,2.0,690.48
,124625.0,3.0,987.96
1073.0,134075.0,1.0,190.81
1073.0,7258.0,1.0,121.58
1073.0,4664.0,2.0,166.66
1074.0,47087.0,2.0,753.6
1074.0,,3.0,909.03
1074.0,103134.0,1.0,48.14
1075.0,2345.0,3.0,292.46999999999997
1076.0,11075.0,3.0,223.07999999999998
1076.0,2951.0,3.0,1065.48
1076.0,19384.0,2.0,583.38
1077.0,101960.0,1.0,90.8
1077.0,58638.0,2.0,841.04
1078.0,42531.0,3.0,243.03000000000003
1078.0,120652.0,1.0,220.88
1078.0,92124.0,1.0,402.59
1078.0,,3.0,1283.22
1079.0,102797.0,2.0,574.02
1079.0,116551.0,,705.24
1079.0,37475.0,1.0,409.35
1079.0,36696.0,2.0,77.0
,107884.0,1.0,459.21
1080.0,129853.0,1.0,126.1
1081.0,26555.0,1.0,332.05
1081.0,46713.0,2.0,306.22
1082.0,29501.0,3.0,207.12
1082.0,9360.0,3.0,71.67
1083.0,126499.0,3.0,794.01
1083.0,66355.0,1.0,54.1
1083.0,70185.0,1.0,113.97
1083.0,18099.0,2.0,
1084.0,125768.0,1.0,339.77
1084.0,,1.0,22.39
1084.0,19016.0,2.0,733.76
1084.0,88534.0,1.0,284.52
1084.0,,3.0,393.48
1085.0,116015.0,1.0,494.58
1085.0,11493.0,2.0,135.52
1085.0,,3.0,1082.07
1085.0,17535.0,3.0,130.77
1086.0,36935.0,2.0,140.2
1086.0,133267.0,2.0,606.7
1086.0,5808.0,2.0,743.06
1086.0,33418.0,2.0,223.62
1087.0,116389.0,3.0,137.46
1087.0,72425.0,3.0,272.25
1088.0,43908.0,2.0,716.06
1088.0,131066.0,1.0,147.88
1089.0,67123.0,3.0,996.1800000000001
,49776.0,2.0,292.08
1090.0,136577.0,3.0,1126.1999999999998
1091.0,144972.0,3.0,1129.65
1091.0,73720.0,,781.1999999999999
1092.0,70345.0,3.0,516.33
1093.0,82592.0,1.0,162.13
1093.0,7618.0,1.0,350.6
1093.0,127530.0,2.0,135.46
1093.0,74880.0,1.0,171.68
1093.0,134026.0,2.0,932.98
1094.0,29427.0,1.0,102.18
1094.0,105995.0,3.0,1293.4499999999998
1094.0,121183.0,3.0,1447.56
,38502.0,1.0,409.27
1095.0,78606.0,3.0,594.51
1096.0,118757.0,2.0,898.38
1096.0,29828.0,2.0,859.02
1096.0,30649.0,3.0,1379.31
1097.0,144061.0,2.0,817.58
1097.0,29542.0,,1214.1299999999999
1097.0,,3.0,182.73
1097.0,55439.0,2.0,694.4
1097.0,123271.0,,612.99
1098.0,131399.0,3.0,160.56
1098.0,10384.0,1.0,453.8
1098.0,24306.0,3.0,835.89
1098.0,115198.0,1.0,54.28
1099.0,48199.0,3.0,968.1600000000001
1099.0,,1.0,411.23
1100.0,40718.0,1.0,378.28
1100.0,92427.0,3.0,1334.07
1100.0,14234.0,2.0,559.46
1100.0,73093.0,1.0,481.53
1101.0,68004.0,2.0,552.82
1101.0,78897.0,3.0,845.3399999999999
1101.0,113570.0,3.0,415.04999999999995
1102.0,38273.0,1.0,94.08
1102.0,126946.0,2.0,445.3
1102.0,98998.0,1.0,346.95
1102.0,90498.0,1.0,335.23
,126388.0,3.0,804.9000000000001
1103.0,93915.0,2.0,969.0
1104.0,136095.0,3.0,
1104.0,,1.0,177.92
1105.0,57862.0,2.0,260.36
1105.0,51532.0,3.0,1146.9
1105.0,108326.0,1.0,377.66
1106.0,115805.0,3.0,938.64
1106.0,,2.0,667.68
1106.0,13316.0,2.0,367.24
,5296.0,3.0,937.9499999999999
1107.0,105919.0,1.0,367.59
1107.0,126522.0,3.0,135.69
1107.0,142428.0,2.0,716.34
1108.0,135361.0,2.0,440.04
1108.0,92534.0,3.0,675.99
1109.0,83664.0,1.0,358.54
1109.0,100154.0,3.0,543.1800000000001
1110.0,125176.0,2.0,280.7
1110.0,140790.0,3.0,882.1500000000001
1111.0,122259.0,3.0,536.0999999999999
1111.0,145022.0,3.0,602.55
1111.0,90926.0,1.0,326.46
1111.0,122807.0,1.0,30.09
,54987.0,1.0,124.96
1112.0,141857.0,3.0,705.3
1113.0,73534.0,3.0,1005.8399999999999
1113.0,129820.0,2.0,584.8
1113.0,38083.0,3.0,1039.92
1113.0,108791.0,3.0,1420.65
1113.0,79731.0,3.0,1496.8799999999999
1114.0,52974.0,1.0,296.15
1115.0,112864.0,3.0,898.83
1115.0,99174.0,2.0,937.3
1116.0,,2.0,410.32
,,2.0,926.18
1117.0,115344.0,2.0,395.72
1117.0,72444.0,3.0,1394.76
1118.0,96141.0,1.0,390.57
1118.0,10752.0,2.0,891.32
1118.0,137205.0,3.0,586.5600000000001
1118.0,74487.0,3.0,1273.92
1118.0,95216.0,1.0,458.46
1119.0,45801.0,2.0,980.76
1119.0,14874.0,3.0,1035.84
,59305.0,1.0,493.37
1120.0,82701.0,2.0,646.1
1120.0,106640.0,1.0,195.41
1121.0,91301.0,2.0,637.3
1121.0,104934.0,3.0,89.91
1121.0,139481.0,1.0,236.49
1121.0,103174.0,3.0,778.89
1122.0,,2.0,469.38
1122.0,60024.0,3.0,1399.26
1122.0,73834.0,2.0,984.78
1123.0,103887.0,2.0,198.38
1123.0,148370.0,3.0,276.12
1123.0,101448.0,3.0,1366.1399999999999
1123.0,41418.0,2.0,909.82
1124.0,50433.0,1.0,112.59
1124.0,65637.0,2.0,357.04
1125.0,135199.0,3.0,862.53
1126.0,33654.0,3.0,180.35999999999999
1126.0,47022.0,,74.92
1126.0,201.0,1.0,379.95
1126.0,66437.0,3.0,553.6800000000001
1127.0,112994.0,1.0,444.8
1127.0,45039.0,1.0,416.46
1127.0,38138.0,,620.04
1127.0,138206.0,1.0,189.48
1128.0,108129.0,3.0,62.25
,109037.0,2.0,969.6
1129.0,25454.0,2.0,182.64
1129.0,90307.0,2.0,267.54
1129.0,118156.0,1.0,394.12
1129.0,94562.0,3.0,905.19
,75996.0,1.0,456.02
1130.0,120958.0,1.0,152.21
,147728.0,1.0,78.34
1130.0,48566.0,3.0,601.3199999999999
1130.0,85584.0,3.0,1322.73
1131.0,88260.0,3.0,433.86
1131.0,,3.0,1175.16
1131.0,,3.0,443.90999999999997
1132.0,127128.0,3.0,942.6299999999999
1132.0,67817.0,2.0,101.44
1132.0,87899.0,1.0,108.96
,61528.0,3.0,407.79
1132.0,7340.0,3.0,1274.97
1133.0,104969.0,1.0,244.49
1134.0,1368.0,2.0,74.96
1134.0,67438.0,1.0,160.78
1134.0,126201.0,2.0,394.84
1134.0,86018.0,2.0,520.42
1135.0,85018.0,,
1135.0,35943.0,3.0,876.6600000000001
1136.0,988.0,1.0,404.63
1136.0,15670.0,1.0,276.59
1136.0,19032.0,3.0,1101.54
1136.0,59849.0,3.0,1062.81
1136.0,53535.0,1.0,80.72
1137.0,108368.0,1.0,235.21
1137.0,101680.0,2.0,585.9
1137.0,52111.0,3.0,731.34
1137.0,59013.0,2.0,56.48
1138.0,59460.0,3.0,999.81
1138.0,59025.0,2.0,340.22
1138.0,94619.0,2.0,
1138.0,126073.0,2.0,593.58
1139.0,33415.0,1.0,204.82
1139.0,147798.0,3.0,571.29
,102580.0,2.0,520.32
1140.0,43965.0,2.0,379.92
,40459.0,2.0,71.36
1141.0,19422.0,2.0,118.92
1141.0,38806.0,2.0,815.64
1141.0,109951.0,,215.22
1141.0,100102.0,1.0,215.36
1142.0,28340.0,2.0,565.3
1143.0,52395.0,3.0,1392.51
1143.0,48135.0,1.0,258.15
1143.0,32187.0,1.0,143.4
1143.0,135654.0,1.0,456.26
1143.0,18640.0,1.0,435.21
1144.0,45741.0,1.0,
1144.0,4225.0,1.0,442.2
1144.0,135834.0,2.0,635.9
1145.0,121726.0,1.0,482.17
1145.0,105054.0,2.0,111.86
1145.0,,,157.88
1146.0,144616.0,1.0,130.3
1146.0,67185.0,3.0,979.71
,117122.0,3.0,1054.6200000000001
1147.0,143342.0,3.0,1096.74
1147.0,80157.0,3.0,929.1600000000001
1147.0,97646.0,1.0,473.34
,,2.0,89.62
1148.0,68797.0,1.0,177.23
1148.0,18940.0,3.0,1190.58
1149.0,113988.0,3.0,968.4000000000001
1150.0,28128.0,2.0,763.16
1150.0,33775.0,3.0,582.12
1150.0,31727.0,3.0,505.77
1150.0,,2.0,300.0
1150.0,103715.0,2.0,157.04
1151.0,149213.0,2.0,380.6
1151.0,90709.0,3.0,1300.59
1151.0,11574.0,2.0,208.5
1151.0,97105.0,1.0,491.59
,88787.0,2.0,538.7
1152.0,36157.0,2.0,668.04
1152.0,36632.0,2.0,818.48
