payment_id,order_id,payment_method,amount_paid,payment_date
4065.0,5422.0,Credit Card,446.53,2024-03-31
4066.0,5424.0,Cash,556.71,2024-07-25
4067.0,5429.0,Bank Transfer,2295.6400000000003,2024-03-28
4068.0,5432.0,Credit Card,286.42,2024-07-19
4069.0,5433.0,Credit Card,803.79,2024-07-16
4070.0,5435.0,Bank Transfer,,2024-06-29
4071.0,5436.0,Cash,1701.46,2024-07-26
4072.0,5437.0,Bank Transfer,2989.18,2024-04-08
4073.0,5439.0,PayPal,967.4300000000001,2024-07-24
4074.0,5440.0,Credit Card,1623.58,2024-06-18
4075.0,5441.0,Credit Card,1222.1499999999999,2024-07-17
4076.0,5442.0,Credit Card,1422.8600000000001,2024-07-22
4077.0,5445.0,Cash,,2024-07-08
4078.0,5448.0,Bank Transfer,441.58,2024-06-14
4079.0,5449.0,,1189.71,2024-06-30
4080.0,5450.0,Cash,1735.0,2024-06-17
4081.0,5451.0,Credit Card,1756.82,
4082.0,5452.0,Cash,2698.3600000000006,2024-06-14
4083.0,5453.0,Credit Card,2799.9399999999996,2024-05-01
4084.0,5454.0,Cash,959.1500000000001,2024-07-18
4085.0,5455.0,Credit Card,3016.46,2024-02-09
4086.0,5456.0,PayPal,2430.51,2024-07-06
4087.0,5457.0,PayPal,1001.1600000000001,2024-07-27
4088.0,5458.0,Credit Card,1130.5500000000002,2024-07-06
4089.0,5459.0,Credit Card,849.5799999999999,2024-07-20
4090.0,5460.0,Cash,1225.22,2024-04-09
4091.0,5461.0,Credit Card,1253.85,2024-07-25
,5466.0,Cash,,2024-06-28
4093.0,5467.0,Cash,566.22,2024-03-04
4094.0,5470.0,Credit Card,2103.66,2024-06-03
4095.0,5471.0,Bank Transfer,2836.9799999999996,2024-07-25
4096.0,5472.0,Bank Transfer,684.52,2024-07-28
4097.0,5473.0,Cash,911.35,2024-05-29
4098.0,5474.0,Bank Transfer,2235.0699999999997,2024-03-02
4099.0,5475.0,Cash,2625.09,2024-07-09
4100.0,5476.0,Bank Transfer,767.96,2024-05-23
4101.0,5478.0,Cash,1904.3899999999999,2024-07-03
4102.0,5479.0,Cash,,2024-05-09
4103.0,5481.0,Bank Transfer,,2024-07-04
4104.0,5482.0,,2115.41,2024-07-12
4105.0,5483.0,,2224.92,2024-06-30
4106.0,5484.0,Credit Card,,2024-06-26
4107.0,5485.0,Bank Transfer,4530.79,2024-06-29
4108.0,5487.0,Credit Card,1458.13,2024-07-05
4109.0,5488.0,Cash,297.51,2024-05-15
4110.0,5489.0,Cash,1189.37,2024-06-23
,5490.0,Cash,2597.46,2024-06-10
4112.0,5491.0,Bank Transfer,57.9,2024-04-24
,5492.0,Cash,967.9100000000001,2024-07-21
4114.0,5493.0,Cash,2405.08,2024-07-22
4115.0,5498.0,Credit Card,1113.23,2024-03-01
4116.0,5499.0,Credit Card,,2024-06-19
4117.0,5500.0,Cash,1950.6200000000001,2024-06-26
4118.0,5501.0,Credit Card,,2024-07-19
4119.0,5502.0,Cash,3049.7799999999997,2024-05-18
4120.0,5503.0,Cash,1386.85,2024-05-04
4121.0,5504.0,Credit Card,4090.04,2024-06-27
,5505.0,Cash,1872.32,2024-05-25
,5506.0,Bank Transfer,1169.76,2024-05-07
4124.0,5507.0,,3389.84,2024-05-20
4125.0,5508.0,Credit Card,2901.66,2024-06-21
4126.0,5509.0,Credit Card,1441.94,2024-04-02
4127.0,5510.0,Credit Card,2036.22,2024-06-06
4128.0,5511.0,Credit Card,412.69,2024-02-15
4129.0,5512.0,Credit Card,529.74,2024-07-16
4130.0,5513.0,Cash,187.19,2024-07-12
4131.0,5514.0,Cash,1191.23,2024-06-14
4132.0,5515.0,PayPal,560.4,2024-07-19
4133.0,5516.0,Bank Transfer,20.26,2024-07-14
4134.0,5517.0,Credit Card,2382.4300000000003,2024-07-23
4135.0,5520.0,Cash,475.59000000000003,2024-07-05
4136.0,5521.0,Credit Card,1319.71,2024-07-07
4137.0,5522.0,Credit Card,4396.650000000001,2024-06-26
4138.0,5527.0,Cash,1955.4900000000002,2024-06-17
4139.0,5528.0,Cash,,2024-07-22
4140.0,5529.0,Bank Transfer,26.51,
4141.0,5531.0,Credit Card,411.38,2024-07-27
4142.0,5532.0,Credit Card,2194.5,2024-02-26
4143.0,5534.0,Bank Transfer,137.96,2024-05-08
4144.0,5535.0,Credit Card,2302.25,2024-07-01
4145.0,5536.0,Credit Card,2096.5600000000004,2024-07-07
4146.0,5537.0,Cash,440.31,2024-06-03
4147.0,5538.0,Credit Card,1558.4499999999998,2024-07-07
,5539.0,Cash,1462.19,2024-02-01
4149.0,5540.0,Credit Card,2734.49,2024-06-28
4150.0,5542.0,Credit Card,644.52,2024-06-25
4151.0,5545.0,Cash,1893.56,2024-06-05
4152.0,5546.0,Credit Card,3071.07,2024-07-08
4153.0,5547.0,Cash,2865.8,2024-05-22
4154.0,,Credit Card,1084.54,2024-05-21
4155.0,5551.0,PayPal,,2024-07-12
4156.0,5552.0,Bank Transfer,2240.13,2024-07-14
4157.0,5555.0,Credit Card,1719.25,2024-07-05
4158.0,5556.0,Cash,2673.6499999999996,2024-03-30
4159.0,5557.0,Credit Card,1044.85,2024-06-19
4160.0,5558.0,PayPal,2018.32,2024-07-19
4161.0,5559.0,Credit Card,1488.7800000000002,2024-06-15
4162.0,5560.0,,,2024-06-02
4163.0,5561.0,PayPal,902.36,2024-06-24
4164.0,,Cash,937.0900000000001,2024-07-21
4165.0,5564.0,Credit Card,2496.79,2024-06-27
4166.0,5566.0,Cash,2070.15,2024-06-09
4167.0,5568.0,Bank Transfer,617.52,2024-06-30
4168.0,5569.0,Cash,765.36,2024-06-05
4169.0,5570.0,Credit Card,53.88,2024-06-12
4170.0,5571.0,,438.36,2024-07-25
4171.0,5572.0,Bank Transfer,2294.16,2024-06-02
4172.0,5573.0,Bank Transfer,2956.99,2024-06-08
4173.0,5574.0,Credit Card,908.52,2024-07-17
4174.0,5575.0,Cash,794.88,2024-04-21
4175.0,5576.0,Cash,2028.13,2024-07-25
4176.0,5577.0,Credit Card,1851.17,2024-07-23
4177.0,5578.0,Cash,1252.4,2024-01-29
4178.0,5579.0,Cash,1982.81,2024-05-02
4179.0,5580.0,Cash,943.9200000000001,2024-05-22
4180.0,5583.0,Credit Card,3053.86,2024-07-18
4181.0,5584.0,Credit Card,1027.8700000000001,2024-04-19
4182.0,5585.0,Bank Transfer,860.88,2024-05-04
4183.0,5586.0,Bank Transfer,982.47,2024-03-19
4184.0,5587.0,Bank Transfer,818.22,2024-06-24
4185.0,,Bank Transfer,2630.28,2024-05-05
4186.0,5590.0,Cash,1461.06,2024-05-20
4187.0,5596.0,Credit Card,2041.15,2024-06-19
4188.0,5598.0,Bank Transfer,526.27,2024-06-28
4189.0,5599.0,Credit Card,2113.5,2024-06-05
4190.0,5600.0,Credit Card,1276.3899999999999,2024-04-22
4191.0,,Cash,626.31,2024-04-28
4192.0,5606.0,Cash,,2024-07-07
4193.0,5608.0,Cash,1090.13,2024-03-15
4194.0,5611.0,PayPal,3098.74,2024-03-29
4195.0,5612.0,,576.36,2024-06-22
4196.0,5613.0,Cash,1329.79,2024-06-11
4197.0,5614.0,Bank Transfer,679.36,2024-03-26
4198.0,5615.0,Cash,1988.1200000000001,2024-05-14
4199.0,5616.0,Credit Card,2374.8999999999996,2024-05-25
4200.0,5618.0,Bank Transfer,254.85000000000002,2024-07-19
4201.0,5619.0,Credit Card,1335.93,2024-01-14
4202.0,5620.0,Credit Card,2675.2200000000003,2024-06-14
4203.0,5622.0,PayPal,3435.62,2024-07-13
4204.0,5623.0,Credit Card,46.18,2024-04-27
4205.0,5624.0,Credit Card,1415.3700000000001,2024-05-22
4206.0,5625.0,PayPal,1022.1700000000001,2024-01-14
4207.0,5626.0,Credit Card,2123.35,
4208.0,5627.0,Cash,767.3000000000001,2024-06-30
4209.0,5628.0,Credit Card,2278.98,2024-07-26
4210.0,5629.0,Credit Card,1068.51,2024-06-15
4211.0,5630.0,Credit Card,1079.2,2024-07-26
4212.0,5631.0,Cash,,2024-06-12
4213.0,5632.0,,2494.31,2024-07-11
4214.0,5633.0,Credit Card,929.9,2024-06-18
4215.0,5634.0,Credit Card,286.36,2024-03-23
4216.0,5635.0,Credit Card,553.6600000000001,2024-06-17
4217.0,,Credit Card,4894.889999999999,2024-06-06
4218.0,5637.0,Credit Card,2234.78,2024-03-22
4219.0,5638.0,Credit Card,151.52,2024-07-25
4220.0,5640.0,Credit Card,1010.31,2024-07-01
4221.0,,Cash,4389.99,2024-07-20
4222.0,5642.0,Cash,692.25,2024-03-31
4223.0,5643.0,Credit Card,515.75,2024-02-03
4224.0,5644.0,,275.27,2024-07-09
4225.0,5645.0,Bank Transfer,283.43,2024-07-08
4226.0,5646.0,Credit Card,2364.3100000000004,2024-03-27
4227.0,5647.0,Credit Card,1473.3,2024-04-02
4228.0,5648.0,Cash,,2024-07-21
,5649.0,Cash,1903.14,2024-07-23
4230.0,5650.0,Credit Card,135.87,
4231.0,5651.0,Credit Card,1318.6,2024-05-13
4232.0,5652.0,Credit Card,1712.5,2024-02-21
4233.0,5653.0,Credit Card,1432.61,2024-07-17
4234.0,5655.0,Credit Card,1617.4,2024-07-27
4235.0,5656.0,Bank Transfer,698.1600000000001,2024-07-21
4236.0,5657.0,Bank Transfer,1656.17,2024-06-24
4237.0,5658.0,Credit Card,1840.8,
4238.0,5659.0,Bank Transfer,787.3199999999999,2024-02-22
4239.0,5661.0,Bank Transfer,1619.08,2024-03-11
4240.0,5662.0,,,2024-07-18
4241.0,5663.0,Credit Card,2196.8300000000004,2024-07-02
4242.0,5664.0,Credit Card,1418.94,2024-07-20
4243.0,5665.0,Credit Card,2786.6299999999997,2024-07-12
4244.0,,Credit Card,,2024-07-04
4245.0,5669.0,Cash,3782.6499999999996,2024-07-22
4246.0,5670.0,Credit Card,1148.13,2024-06-06
4247.0,5671.0,Credit Card,1150.81,2024-01-17
4248.0,,Bank Transfer,998.02,2024-06-11
4249.0,5673.0,Credit Card,1616.12,2024-05-22
4250.0,5674.0,Credit Card,3098.8999999999996,2024-04-15
4251.0,5675.0,,2769.56,2024-07-08
4252.0,5677.0,Bank Transfer,754.64,2024-07-03
4253.0,5678.0,Cash,1673.2,2024-04-09
4254.0,5679.0,Bank Transfer,1766.7,2024-07-02
4255.0,5680.0,Cash,2742.63,2024-01-20
4256.0,5682.0,Bank Transfer,240.82,2024-06-02
4257.0,5683.0,Credit Card,478.83000000000004,2024-05-27
4258.0,5685.0,Credit Card,2425.18,2024-02-19
4259.0,5686.0,Bank Transfer,1037.55,2024-07-08
4260.0,5687.0,Cash,3237.18,2024-07-26
4261.0,5688.0,Credit Card,1827.0,2024-04-18
4262.0,5689.0,Cash,2548.49,2024-04-27
,5690.0,Cash,1409.8899999999999,2024-05-03
4264.0,5691.0,Bank Transfer,291.57,2024-05-12
4265.0,5692.0,Cash,2230.95,2024-06-24
4266.0,5694.0,Credit Card,149.0,2024-05-31
4267.0,5695.0,Credit Card,,2024-07-24
4268.0,,Cash,1248.43,2024-06-24
4269.0,5698.0,Credit Card,194.55,2024-06-12
,5700.0,,1635.6200000000001,2024-05-13
4271.0,5701.0,Cash,1748.3999999999999,2024-06-07
4272.0,5702.0,Bank Transfer,39.76,2024-07-25
4273.0,5703.0,Credit Card,1078.5700000000002,2024-07-27
4274.0,5704.0,Cash,2610.28,2024-04-27
4275.0,5706.0,Credit Card,1156.0500000000002,
4276.0,5707.0,Credit Card,2015.48,2024-07-01
4277.0,5708.0,Credit Card,779.6899999999999,2024-07-20
4278.0,5710.0,Bank Transfer,644.65,2024-07-26
4279.0,5711.0,Credit Card,945.95,2024-07-21
4280.0,5712.0,Credit Card,2269.68,2024-05-17
4281.0,5713.0,Bank Transfer,2656.44,2024-07-26
4282.0,5717.0,Bank Transfer,1664.6200000000001,2024-07-18
4283.0,5718.0,Credit Card,1597.83,2024-06-07
4284.0,5719.0,Credit Card,2557.09,2024-05-25
4285.0,5720.0,Credit Card,2321.01,2024-05-12
4286.0,5721.0,Cash,1886.8000000000002,2024-05-06
4287.0,5722.0,Credit Card,1761.37,2024-05-09
4288.0,5723.0,Bank Transfer,,2024-03-12
4289.0,5724.0,Credit Card,3497.07,2024-05-05
4290.0,5725.0,PayPal,2340.19,2024-03-28
4291.0,5726.0,Bank Transfer,1632.88,2024-03-05
4292.0,5727.0,Credit Card,2231.54,2024-05-13
4293.0,5728.0,Cash,303.28,2024-07-22
4294.0,5730.0,Credit Card,2311.39,
4295.0,5731.0,Cash,141.15,2024-05-25
4296.0,5732.0,Credit Card,2543.0600000000004,2024-07-26
4297.0,5733.0,Credit Card,1631.0100000000002,2024-06-26
4298.0,5734.0,Credit Card,,2024-04-22
4299.0,5735.0,Credit Card,,2024-03-11
4300.0,5736.0,Credit Card,1482.61,2024-07-05
4301.0,,Bank Transfer,789.36,2024-07-20
4302.0,5739.0,Cash,2253.6800000000003,2024-06-03
4303.0,5740.0,Cash,3227.7400000000002,2024-07-26
4304.0,5741.0,Credit Card,1427.79,2024-04-18
4305.0,5743.0,Cash,2903.28,2024-07-02
4306.0,5744.0,Bank Transfer,680.68,2024-07-08
4307.0,5745.0,Bank Transfer,1940.4099999999999,2024-07-03
4308.0,5746.0,PayPal,414.06000000000006,2024-07-05
4309.0,5749.0,Credit Card,1505.4299999999998,2024-05-25
4310.0,5750.0,Credit Card,1701.8400000000001,2024-07-23
4311.0,5751.0,Credit Card,2297.32,2024-06-24
4312.0,5752.0,Bank Transfer,2479.63,2024-05-21
4313.0,5753.0,Cash,2685.0400000000004,2024-05-29
4314.0,5755.0,Bank Transfer,,2024-06-24
4315.0,5757.0,PayPal,360.94,2024-05-27
4316.0,5758.0,Cash,3530.4400000000005,2024-06-17
4317.0,5760.0,Credit Card,223.64,2024-06-20
4318.0,5761.0,Credit Card,3048.29,2024-07-19
4319.0,5763.0,Credit Card,2695.98,2024-05-24
4320.0,5764.0,Credit Card,3168.73,2024-06-30
4321.0,5765.0,Credit Card,2220.89,2024-06-23
4322.0,5766.0,Credit Card,700.1,2024-07-14
4323.0,5767.0,Cash,1476.25,2024-03-15
4324.0,5768.0,Bank Transfer,1115.24,2024-05-29
4325.0,5769.0,Credit Card,2007.96,2024-06-03
4326.0,,Credit Card,2412.59,2024-07-26
4327.0,5772.0,Credit Card,2246.67,2024-07-24
4328.0,5777.0,PayPal,1369.6200000000001,2024-07-27
4329.0,5778.0,,2167.19,2024-07-01
4330.0,5779.0,Bank Transfer,282.26,2024-07-12
4331.0,5780.0,Cash,1694.0700000000002,2024-06-13
4332.0,5781.0,Credit Card,2471.34,2024-05-07
4333.0,5782.0,,918.74,2024-07-13
4334.0,5783.0,Bank Transfer,570.1800000000001,2024-07-17
4335.0,5784.0,Credit Card,1730.33,2024-07-02
4336.0,5787.0,Credit Card,1712.05,2024-06-05
4337.0,5789.0,,2400.6,2024-06-23
4338.0,5791.0,Cash,1028.74,2024-07-26
4339.0,5792.0,Credit Card,210.88,2024-05-12
4340.0,5793.0,Cash,1235.45,2024-07-26
4341.0,5794.0,Credit Card,327.68,2024-03-21
4342.0,5797.0,Credit Card,1195.56,2024-06-30
4343.0,5798.0,,578.16,2024-07-16
4344.0,5800.0,Cash,,2024-05-09
4345.0,5801.0,PayPal,235.2,2024-07-27
4346.0,5802.0,Credit Card,2017.2199999999998,2024-07-15
4347.0,5803.0,Credit Card,72.06,2024-07-25
4348.0,5805.0,Bank Transfer,1470.67,2024-07-28
,5806.0,Cash,1807.8200000000002,2024-07-21
4350.0,5808.0,Credit Card,956.93,2024-07-10
4351.0,,Credit Card,2385.52,2024-07-13
4352.0,5810.0,Bank Transfer,673.02,2024-07-17
4353.0,5811.0,Credit Card,528.48,2024-07-10
4354.0,,Credit Card,913.47,2024-06-08
4355.0,5813.0,Credit Card,2069.09,2024-07-19
4356.0,5815.0,Credit Card,23.54,2024-07-16
,5816.0,Credit Card,3295.41,2024-07-07
4358.0,5817.0,Credit Card,1819.29,2024-04-13
4359.0,5818.0,Cash,1491.5899999999997,2024-06-08
4360.0,5819.0,Credit Card,2289.94,2024-06-05
4361.0,5820.0,Bank Transfer,1738.46,2024-07-26
4362.0,5821.0,Bank Transfer,682.0699999999999,2024-07-25
4363.0,5823.0,Credit Card,,2024-06-23
4364.0,5825.0,Credit Card,415.71,2024-06-09
4365.0,5826.0,Credit Card,859.4,2024-05-14
4366.0,5827.0,Credit Card,1415.5100000000002,2024-07-24
4367.0,5828.0,Credit Card,3394.89,2024-07-15
4368.0,,Credit Card,126.25999999999999,2024-06-27
4369.0,5830.0,Cash,1156.86,2024-07-23
4370.0,5831.0,Bank Transfer,451.99,2024-06-25
4371.0,5832.0,PayPal,530.18,2024-06-01
4372.0,5833.0,Cash,1031.38,2024-04-15
4373.0,5834.0,Cash,1614.0900000000001,2024-05-14
4374.0,5837.0,Credit Card,1817.85,2024-07-23
4375.0,5838.0,Credit Card,2160.86,2024-03-01
4376.0,5840.0,Credit Card,1815.12,2024-07-17
4377.0,5841.0,Bank Transfer,1362.38,2024-06-15
4378.0,5843.0,Credit Card,1129.71,2024-07-19
4379.0,5845.0,Bank Transfer,3130.64,2024-03-10
4380.0,,Bank Transfer,2027.25,2024-07-14
4381.0,5848.0,Cash,692.7,2024-06-17
4382.0,5849.0,,1004.37,2024-06-18
4383.0,5850.0,Cash,572.6,2024-02-25
4384.0,5851.0,Bank Transfer,1738.62,2024-07-19
4385.0,5855.0,Bank Transfer,,2024-07-09
4386.0,5856.0,Cash,2648.1400000000003,2024-05-04
4387.0,5859.0,Cash,1846.56,2024-07-17
4388.0,5860.0,Cash,4974.37,2024-05-30
,5861.0,Bank Transfer,847.97,2024-07-26
4390.0,5862.0,Bank Transfer,463.56000000000006,2024-07-01
4391.0,5863.0,Credit Card,3791.9,2024-07-22
4392.0,5865.0,Credit Card,775.2,2024-06-11
4393.0,5866.0,Credit Card,735.8,2024-05-09
4394.0,5867.0,Cash,266.86,2024-07-21
4395.0,5868.0,Bank Transfer,1396.91,2024-07-02
4396.0,5869.0,Bank Transfer,2372.19,2024-06-26
4397.0,5870.0,Cash,1089.24,2024-07-19
4398.0,5873.0,Credit Card,535.18,2024-07-27
4399.0,5875.0,Credit Card,789.56,2024-05-23
4400.0,5876.0,Bank Transfer,2406.98,2024-05-17
4401.0,5877.0,Credit Card,1373.9399999999998,2024-06-24
4402.0,5878.0,,2425.96,2024-05-02
4403.0,5879.0,Cash,1088.56,2024-06-16
4404.0,5881.0,Cash,886.15,2024-07-21
4405.0,5883.0,Credit Card,1674.7,2024-02-13
4406.0,5885.0,Bank Transfer,2900.67,2024-06-13
4407.0,5886.0,Credit Card,3132.3199999999997,2024-06-04
4408.0,5887.0,Credit Card,1822.47,2024-07-09
4409.0,5889.0,Credit Card,,2024-07-19
4410.0,5890.0,Cash,1786.74,2024-07-24
4411.0,5891.0,Cash,2819.3,2024-07-24
4412.0,5892.0,Cash,702.4,2024-07-13
4413.0,,Credit Card,1300.6599999999999,2024-07-01
4414.0,5895.0,,1181.96,2024-06-05
4415.0,5896.0,Credit Card,,2024-01-16
4416.0,5897.0,Cash,3328.46,2024-07-07
4417.0,5899.0,Credit Card,878.7,2024-05-25
,5900.0,Cash,666.45,2024-07-16
,5901.0,Credit Card,1610.28,2024-06-16
4420.0,5902.0,Cash,2127.66,2024-06-01
4421.0,5903.0,Bank Transfer,2064.06,2024-07-21
4422.0,,Bank Transfer,1116.62,2024-06-11
4423.0,5905.0,Credit Card,512.41,2024-06-05
4424.0,5907.0,,,2024-05-13
4425.0,5909.0,,488.76,2024-07-13
4426.0,5910.0,Cash,1315.99,2024-07-12
4427.0,5911.0,Credit Card,1187.85,2024-05-12
4428.0,5913.0,Cash,314.65999999999997,2024-03-01
4429.0,5915.0,Bank Transfer,2493.5299999999997,2024-07-26
4430.0,5916.0,Credit Card,1434.1599999999999,2024-07-24
4431.0,5917.0,Bank Transfer,,2024-07-26
4432.0,5920.0,Credit Card,1056.72,2024-07-06
4433.0,5922.0,Cash,613.0799999999999,2024-04-06
4434.0,5923.0,Credit Card,3801.14,2024-07-25
4435.0,5924.0,Credit Card,67.39,2024-07-24
4436.0,5925.0,Credit Card,2610.97,2024-07-12
4437.0,5927.0,PayPal,,2024-06-09
4438.0,5928.0,Credit Card,303.18,2024-06-23
4439.0,5929.0,Credit Card,1495.2199999999998,2024-06-13
4440.0,5930.0,Credit Card,1834.43,2024-06-22
4441.0,,Credit Card,967.9099999999999,2024-05-24
4442.0,5932.0,Credit Card,1172.0700000000002,2024-07-19
4443.0,5933.0,Bank Transfer,724.0600000000001,
4444.0,5937.0,PayPal,1604.11,2024-06-15
4445.0,5938.0,,1325.76,2024-04-21
4446.0,5939.0,,1374.4,2024-05-08
4447.0,5941.0,Credit Card,1305.49,2024-06-08
4448.0,5942.0,Credit Card,,2024-07-20
4449.0,5943.0,Credit Card,1017.8800000000001,2024-07-24
4450.0,5944.0,Credit Card,2651.55,2024-02-04
4451.0,5945.0,Cash,2948.0699999999997,2024-06-23
4452.0,5948.0,Credit Card,632.0600000000001,2024-06-24
4453.0,5949.0,Credit Card,699.6600000000001,2024-07-24
4454.0,5950.0,Credit Card,,2024-07-09
4455.0,5951.0,Cash,1245.69,2024-07-03
4456.0,5953.0,Cash,2320.25,2024-06-24
4457.0,5954.0,Credit Card,1539.4399999999998,2024-04-25
4458.0,5955.0,Credit Card,945.08,2024-07-08
4459.0,5956.0,Credit Card,765.9300000000001,2024-06-01
4460.0,5957.0,PayPal,1093.23,2024-07-24
4461.0,5959.0,Credit Card,948.9300000000001,2024-05-21
4462.0,5961.0,Credit Card,1638.4700000000003,2024-07-07
4463.0,5962.0,Credit Card,,2024-07-21
4464.0,5963.0,Bank Transfer,1360.82,2024-07-15
4465.0,5964.0,Bank Transfer,2236.96,2024-07-18
4466.0,5965.0,Credit Card,738.49,2024-07-20
4467.0,5966.0,PayPal,2736.51,2024-07-26
4468.0,5967.0,Credit Card,,2024-07-22
4469.0,5968.0,Credit Card,2758.4500000000003,2024-03-31
4470.0,5969.0,Credit Card,1089.02,2024-03-31
4471.0,5970.0,Cash,571.35,2024-02-18
4472.0,5972.0,Cash,331.08,2024-06-21
4473.0,5975.0,Cash,2600.5699999999997,2024-07-10
4474.0,5978.0,Credit Card,129.45,2024-07-22
4475.0,5981.0,Credit Card,1417.01,2024-06-29
4476.0,5983.0,Cash,1196.85,2024-07-19
4477.0,5984.0,Cash,661.76,2024-04-27
4478.0,5985.0,Bank Transfer,655.05,2024-07-23
4479.0,5986.0,Credit Card,2284.04,2024-03-19
4480.0,5987.0,Cash,1386.89,2024-02-29
4481.0,5988.0,Credit Card,420.22,2024-06-26
4482.0,5989.0,Credit Card,379.74,2024-04-23
4483.0,5991.0,Credit Card,1384.9099999999999,2024-06-02
4484.0,,Credit Card,2080.85,2024-07-05
4485.0,5993.0,Cash,1258.64,2024-04-30
4486.0,5994.0,Cash,628.95,2024-07-20
4487.0,5995.0,Credit Card,,2024-07-13
4488.0,,Bank Transfer,412.34000000000003,2024-07-24
,5997.0,Credit Card,848.6700000000001,2024-07-21
4490.0,5998.0,PayPal,986.6700000000001,2024-07-03
,5999.0,,3074.1000000000004,2024-06-15
,6000.0,Credit Card,2920.38,2024-07-09
4493.0,6001.0,PayPal,375.25,2024-07-12
,6003.0,Credit Card,1947.82,2024-06-16
,6004.0,Cash,2077.69,2024-05-02
4496.0,6005.0,Bank Transfer,1488.34,2024-07-18
4497.0,6006.0,Bank Transfer,2975.4799999999996,2024-06-24
4498.0,6007.0,PayPal,504.88,2024-07-18
4499.0,6008.0,Cash,101.54,2024-05-30
4500.0,6009.0,Credit Card,2010.0,2024-06-19
4501.0,6010.0,Cash,1552.8600000000001,
4502.0,6011.0,PayPal,3305.8999999999996,2024-05-31
4503.0,6013.0,Bank Transfer,1165.01,2024-06-02
4504.0,6014.0,PayPal,1997.83,2024-03-15
4505.0,6015.0,Cash,793.1099999999999,
4506.0,6016.0,PayPal,1211.4299999999998,2024-07-13
4507.0,6018.0,Credit Card,1322.46,2024-04-03
4508.0,6022.0,Cash,432.98,2024-05-09
4509.0,6023.0,Credit Card,1338.72,2024-04-06
4510.0,6024.0,Bank Transfer,1878.1299999999999,2024-06-29
4511.0,6025.0,Credit Card,2105.25,2024-07-04
4512.0,6026.0,Credit Card,1845.79,2024-05-05
4513.0,6027.0,Bank Transfer,552.62,2024-06-02
4514.0,6032.0,Cash,528.1,2024-04-14
,6034.0,Credit Card,119.11,2024-07-02
4516.0,6036.0,Bank Transfer,1395.68,2024-06-30
4517.0,6037.0,Cash,1299.77,2024-06-27
4518.0,6039.0,Credit Card,1961.49,2024-07-18
4519.0,6040.0,Bank Transfer,2084.66,2024-04-06
4520.0,6041.0,Credit Card,1597.94,2024-07-15
4521.0,6043.0,Credit Card,530.14,2024-03-22
4522.0,6044.0,Credit Card,,2024-01-22
4523.0,6045.0,Bank Transfer,1243.46,2024-05-28
4524.0,6046.0,PayPal,654.94,2024-05-09
4525.0,6047.0,Credit Card,201.97000000000003,2024-07-25
4526.0,6048.0,Bank Transfer,1321.75,2024-07-08
4527.0,6049.0,Cash,1700.27,
4528.0,6050.0,Cash,170.18,2024-05-28
4529.0,6051.0,Cash,1307.33,2024-07-14
4530.0,6053.0,Credit Card,637.26,2024-06-27
4531.0,6054.0,Bank Transfer,1480.3799999999999,2024-04-26
4532.0,6055.0,Cash,454.91999999999996,2024-07-19
4533.0,6056.0,Cash,,2024-01-06
4534.0,6058.0,Bank Transfer,1104.29,2024-02-27
4535.0,6061.0,Bank Transfer,3647.9900000000007,2024-03-09
4536.0,6063.0,Credit Card,716.34,2024-06-23
4537.0,6064.0,Credit Card,,2024-07-25
4538.0,,PayPal,2453.77,2024-07-25
4539.0,6066.0,Credit Card,2834.6,2024-04-26
4540.0,6067.0,Credit Card,1004.38,2024-06-16
4541.0,6068.0,Credit Card,1676.03,2024-06-18
4542.0,6070.0,Credit Card,,2024-07-16
4543.0,6072.0,,56.96,2024-06-04
4544.0,,Credit Card,1474.62,2024-03-05
4545.0,6074.0,Credit Card,3958.3599999999997,2024-05-07
4546.0,6075.0,Cash,16.0,2024-03-15
4547.0,6076.0,Bank Transfer,581.9,2024-07-03
4548.0,6077.0,,316.7,2024-03-06
4549.0,6081.0,Bank Transfer,728.28,2024-01-31
4550.0,,,2195.58,2024-07-16
4551.0,6084.0,Cash,1291.23,
4552.0,,Credit Card,2625.91,2024-07-15
4553.0,,Credit Card,1059.55,2024-03-02
4554.0,6088.0,Credit Card,812.05,2024-04-19
4555.0,6090.0,Bank Transfer,,2024-07-15
4556.0,6091.0,Cash,888.42,2024-06-08
4557.0,6093.0,Cash,598.23,2024-06-02
4558.0,6094.0,Credit Card,348.47,2024-07-22
4559.0,6095.0,Credit Card,1944.73,2024-07-23
4560.0,6096.0,Credit Card,1499.35,2024-05-30
4561.0,6098.0,Credit Card,2200.05,2024-04-15
4562.0,6099.0,Credit Card,2315.2,2024-06-15
4563.0,6102.0,Cash,892.65,2024-05-15
4564.0,6103.0,Bank Transfer,1194.93,2024-07-18
4565.0,6104.0,Cash,232.34,2024-03-25
4566.0,6106.0,Cash,1641.1799999999998,2024-07-07
4567.0,6107.0,Credit Card,257.95,2024-05-08
4568.0,6108.0,Bank Transfer,251.79000000000002,2024-03-07
4569.0,6109.0,PayPal,1603.7799999999997,2024-07-19
4570.0,6110.0,Bank Transfer,867.61,2024-06-12
4571.0,6111.0,Bank Transfer,476.28,2024-07-10
4572.0,6112.0,Credit Card,1668.0500000000002,2024-07-12
4573.0,6113.0,Cash,2204.55,2024-07-04
4574.0,6114.0,Cash,653.81,2024-07-26
4575.0,6115.0,Bank Transfer,1006.71,2024-05-21
