order_id,customer_id,order_date,order_status
3327.0,3083.0,,Delivered
3328.0,9305.0,2024-04-02,Canceled
3329.0,5557.0,2024-05-02,Canceled
3330.0,1961.0,2024-03-17,Paid
3331.0,3808.0,,Pending
3332.0,2531.0,2024-05-01,Paid
3333.0,8666.0,2024-01-17,Paid
3334.0,4696.0,2024-01-04,Pending
3335.0,4609.0,2024-04-05,Paid
3336.0,6708.0,2024-01-15,Pending
3337.0,3698.0,2024-05-13,Pending
3338.0,2558.0,2024-03-30,Delivered
,7568.0,2024-03-03,Sent
3340.0,4831.0,2024-01-31,Pending
3341.0,5880.0,2024-04-10,Canceled
,6098.0,2024-06-18,Paid
3343.0,5054.0,2024-06-10,Sent
3344.0,7325.0,2024-05-24,Paid
3345.0,4651.0,2024-01-27,Pending
3346.0,2028.0,,Paid
3347.0,9970.0,2024-04-23,Paid
3348.0,7678.0,2024-04-03,Delivered
3349.0,7572.0,2024-03-31,Paid
3350.0,7771.0,2024-03-10,Pending
3351.0,8955.0,2024-05-17,Paid
3352.0,4957.0,2024-03-04,Delivered
3353.0,2062.0,2024-02-21,Delivered
3354.0,3120.0,2024-06-03,Paid
3355.0,8479.0,,Paid
3356.0,6493.0,2024-03-16,Paid
3357.0,1294.0,2024-07-16,Paid
3358.0,5469.0,2024-06-09,Sent
3359.0,6281.0,2024-02-11,Pending
3360.0,2223.0,2024-02-03,Paid
3361.0,8472.0,2024-01-14,Paid
3362.0,5688.0,2024-06-20,Delivered
3363.0,,2024-07-15,Sent
3364.0,9663.0,2024-04-13,Paid
,8153.0,,Delivered
3366.0,3125.0,2024-06-08,Paid
3367.0,6284.0,,Sent
3368.0,5597.0,2024-07-18,Sent
3369.0,6106.0,2024-07-08,Pending
3370.0,2655.0,2024-03-04,Delivered
3371.0,4367.0,2024-03-05,Delivered
,,2024-03-16,Delivered
3373.0,2347.0,2024-07-04,Delivered
3374.0,4346.0,2024-03-15,Sent
3375.0,289.0,2024-07-15,Delivered
3376.0,4274.0,2024-07-12,Paid
3377.0,6474.0,2024-04-30,Paid
3378.0,2250.0,2024-04-10,Paid
3379.0,3711.0,,Sent
3380.0,8314.0,2024-05-24,Pending
3381.0,1369.0,2024-07-10,Delivered
3382.0,4014.0,2024-04-02,Paid
3383.0,5306.0,2024-05-20,Paid
3384.0,5029.0,2024-05-10,Paid
3385.0,259.0,2024-06-17,Delivered
,1544.0,2024-04-06,Delivered
3387.0,7269.0,2024-05-28,Delivered
3388.0,8784.0,2024-01-03,Delivered
3389.0,3090.0,2024-02-25,Paid
3390.0,7904.0,2024-01-20,Pending
3391.0,3963.0,2024-06-02,Paid
3392.0,476.0,2024-01-23,Pending
3393.0,7488.0,2024-03-07,Paid
3394.0,1859.0,2024-06-28,Sent
3395.0,8634.0,2024-03-10,Pending
3396.0,2649.0,,Pending
3397.0,3278.0,2024-01-14,Paid
3398.0,346.0,2024-03-29,Canceled
3399.0,9528.0,2024-06-02,Paid
3400.0,6023.0,2024-07-12,Paid
3401.0,9351.0,2024-03-03,Paid
3402.0,4492.0,2024-07-25,Paid
3403.0,9504.0,2024-07-03,Paid
3404.0,,2024-04-25,Delivered
3405.0,1604.0,2024-02-17,Pending
,5671.0,2024-02-04,Sent
3407.0,15.0,2024-03-11,Pending
3408.0,9641.0,2024-01-16,Delivered
3409.0,4042.0,2024-06-14,Delivered
,5351.0,2024-02-06,Delivered
3411.0,7737.0,2024-02-20,Paid
3412.0,7385.0,2024-05-16,Paid
3413.0,3913.0,2024-03-12,Pending
3414.0,3095.0,2024-04-11,Delivered
3415.0,2889.0,2024-02-26,Paid
3416.0,7598.0,,Canceled
3417.0,3745.0,2024-05-13,Paid
3418.0,4104.0,2024-05-24,Paid
,,2024-06-14,Paid
3420.0,511.0,,Paid
3421.0,257.0,2024-07-21,Delivered
3422.0,1225.0,2024-07-19,Pending
3423.0,3072.0,2024-01-02,Pending
3424.0,6188.0,2024-04-01,Pending
3425.0,3315.0,2024-02-18,Delivered
3426.0,5087.0,2024-03-09,Paid
3427.0,9174.0,2024-02-07,Sent
,3269.0,2024-03-22,Delivered
3429.0,2152.0,2024-04-29,Paid
3430.0,7881.0,2024-02-05,Paid
3431.0,700.0,2024-06-24,Pending
3432.0,1889.0,2024-04-04,Paid
3433.0,6099.0,2024-06-17,Sent
3434.0,9855.0,2024-04-03,Canceled
,8485.0,2024-05-18,Pending
3436.0,6883.0,2024-01-31,Sent
3437.0,5092.0,2024-07-26,Paid
3438.0,2718.0,2024-03-05,Paid
3439.0,6430.0,2024-05-17,Sent
,5868.0,2024-02-09,Sent
3441.0,6115.0,2024-07-05,Pending
3442.0,788.0,2024-01-16,Pending
3443.0,9611.0,2024-07-08,Paid
3444.0,5186.0,2024-05-05,Pending
3445.0,8226.0,2024-06-22,Paid
3446.0,7769.0,2024-04-17,Pending
3447.0,9760.0,2024-03-19,Paid
3448.0,2612.0,2024-01-05,Paid
3449.0,4172.0,2024-04-06,Paid
3450.0,7419.0,2024-02-05,Sent
3451.0,544.0,2024-03-20,Canceled
3452.0,1582.0,2024-04-20,Paid
3453.0,4969.0,2024-03-16,Canceled
3454.0,749.0,2024-06-14,Sent
3455.0,1235.0,2024-04-18,Delivered
3456.0,397.0,2024-06-03,Pending
,5280.0,2024-04-20,Delivered
3458.0,,2024-04-12,Pending
3459.0,6000.0,2024-03-31,Pending
3460.0,1906.0,2024-06-28,Paid
3461.0,7842.0,2024-07-23,Delivered
3462.0,6129.0,2024-06-16,Delivered
,353.0,2024-07-08,Pending
3464.0,2802.0,,Pending
3465.0,657.0,2024-05-17,Paid
3466.0,5919.0,,Paid
3467.0,4135.0,2024-06-25,Delivered
3468.0,9909.0,2024-03-26,Sent
3469.0,7234.0,2024-06-08,Sent
3470.0,5603.0,2024-02-02,Paid
3471.0,9459.0,2024-07-27,Sent
3472.0,9044.0,2024-06-02,Sent
3473.0,3313.0,2024-02-18,Sent
3474.0,2150.0,2024-02-12,Sent
3475.0,6950.0,2024-07-04,Paid
3476.0,572.0,2024-04-21,Canceled
3477.0,1491.0,2024-07-01,Sent
3478.0,3396.0,2024-06-13,Canceled
3479.0,7213.0,2024-06-11,Paid
3480.0,7498.0,2024-06-20,Sent
3481.0,,2024-03-22,Pending
3482.0,8951.0,2024-04-03,Sent
3483.0,306.0,2024-05-23,Paid
3484.0,2091.0,2024-03-20,Canceled
3485.0,6927.0,2024-03-27,Paid
3486.0,9862.0,2024-01-03,Delivered
3487.0,5891.0,2024-01-13,Pending
3488.0,8453.0,2024-06-09,Delivered
3489.0,7952.0,2024-05-12,Delivered
3490.0,971.0,2024-02-03,Sent
3491.0,669.0,2024-03-18,Delivered
3492.0,9653.0,2024-05-11,Paid
3493.0,4762.0,2024-05-13,Sent
3494.0,275.0,2024-06-13,Paid
3495.0,2745.0,2024-06-13,Paid
3496.0,247.0,2024-04-14,Paid
3497.0,4001.0,2024-04-28,Delivered
3498.0,5868.0,2024-03-17,Delivered
3499.0,7379.0,2024-04-26,Paid
3500.0,3216.0,2024-04-30,Paid
3501.0,207.0,2024-03-30,Paid
3502.0,7995.0,2024-03-01,Sent
3503.0,2675.0,2024-05-27,Paid
3504.0,8678.0,2024-03-30,Sent
3505.0,,2024-05-21,Sent
,5114.0,2024-02-22,Paid
3507.0,7556.0,2024-07-15,Delivered
3508.0,1575.0,2024-02-23,Delivered
3509.0,7578.0,2024-07-14,Sent
3510.0,6062.0,2024-03-20,Pending
3511.0,3636.0,,Delivered
3512.0,4975.0,,Delivered
3513.0,3798.0,2024-03-19,Pending
3514.0,7494.0,2024-03-17,Paid
3515.0,3962.0,2024-04-12,Pending
3516.0,1399.0,2024-03-28,Sent
3517.0,7073.0,2024-07-19,Paid
3518.0,1287.0,2024-03-31,Paid
3519.0,6304.0,2024-05-31,Pending
3520.0,8310.0,2024-02-28,Delivered
3521.0,773.0,2024-05-13,Paid
3522.0,5168.0,2024-05-02,Delivered
3523.0,313.0,2024-04-09,Paid
3524.0,103.0,2024-03-20,Delivered
3525.0,,2024-03-04,Pending
3526.0,2724.0,2024-01-13,Paid
3527.0,6192.0,2024-01-02,Paid
3528.0,,2024-01-16,Pending
3529.0,8780.0,2024-01-13,Paid
3530.0,475.0,2024-03-13,Sent
3531.0,7317.0,2024-01-09,Pending
3532.0,6167.0,2024-04-15,Pending
3533.0,6339.0,2024-04-29,Pending
3534.0,2804.0,2024-07-12,Pending
3535.0,5229.0,2024-02-16,Canceled
3536.0,5427.0,2024-07-08,Sent
3537.0,5863.0,2024-03-02,Paid
3538.0,8126.0,2024-07-04,Pending
3539.0,507.0,2024-06-02,Paid
3540.0,7361.0,2024-01-17,Sent
3541.0,1657.0,2024-03-23,Sent
3542.0,4089.0,2024-07-02,Sent
3543.0,7574.0,2024-03-13,Paid
3544.0,3839.0,2024-01-11,Paid
3545.0,1052.0,2024-03-08,Delivered
3546.0,1745.0,2024-04-23,Delivered
3547.0,5081.0,2024-02-03,Pending
3548.0,7693.0,2024-01-20,Paid
3549.0,6617.0,2024-04-22,Delivered
3550.0,1348.0,2024-05-18,Sent
3551.0,2397.0,2024-07-01,Canceled
3552.0,2283.0,2024-03-02,Delivered
3553.0,4860.0,2024-02-18,Sent
3554.0,7866.0,2024-03-13,Pending
3555.0,2722.0,,Paid
3556.0,1529.0,2024-05-31,Paid
3557.0,9230.0,2024-05-13,Paid
3558.0,4312.0,2024-04-04,Paid
3559.0,809.0,2024-04-19,Paid
,787.0,,Pending
3561.0,3082.0,2024-03-25,Paid
3562.0,820.0,2024-01-31,Paid
3563.0,3666.0,2024-02-24,Paid
3564.0,58.0,2024-02-17,Paid
3565.0,355.0,2024-01-27,Pending
,6462.0,2024-06-23,Pending
3567.0,3788.0,2024-01-23,Delivered
3568.0,3723.0,2024-05-12,Delivered
3569.0,232.0,2024-04-06,Sent
3570.0,9515.0,2024-03-13,Sent
3571.0,7581.0,2024-01-27,Delivered
3572.0,3692.0,2024-02-09,Delivered
,2045.0,2024-02-05,Canceled
,4026.0,2024-03-04,Canceled
3575.0,8054.0,2024-03-01,Paid
3576.0,3739.0,2024-06-29,Delivered
3577.0,745.0,2024-02-04,Paid
3578.0,8831.0,2024-06-25,Delivered
3579.0,6605.0,2024-02-22,Canceled
3580.0,9770.0,2024-05-23,Paid
3581.0,4079.0,2024-01-18,Paid
,4806.0,2024-03-01,Sent
3583.0,1820.0,2024-02-06,Paid
3584.0,901.0,2024-03-28,Delivered
3585.0,502.0,2024-05-07,Delivered
3586.0,7610.0,2024-04-30,Paid
3587.0,6771.0,2024-05-25,Delivered
3588.0,3419.0,2024-06-30,Paid
3589.0,1085.0,2024-02-08,Paid
3590.0,8952.0,2024-06-28,Sent
3591.0,3645.0,,Canceled
3592.0,7866.0,2024-06-04,Pending
3593.0,1206.0,2024-07-11,Pending
,2666.0,2024-05-22,Pending
3595.0,8222.0,2024-03-28,Paid
3596.0,8302.0,2024-01-17,Canceled
3597.0,1450.0,2024-06-29,Pending
3598.0,609.0,2024-04-03,Paid
3599.0,591.0,2024-01-21,Canceled
3600.0,3314.0,2024-03-02,Paid
3601.0,3171.0,2024-07-08,Paid
3602.0,9167.0,2024-02-02,Pending
3603.0,721.0,2024-07-21,Pending
3604.0,2255.0,2024-07-18,Sent
,3245.0,2024-05-13,Sent
3606.0,6798.0,2024-06-23,Sent
3607.0,4176.0,2024-06-21,Sent
3608.0,7958.0,2024-06-21,Paid
3609.0,7088.0,2024-07-20,Paid
3610.0,5000.0,2024-04-21,Delivered
3611.0,2241.0,2024-07-26,Pending
3612.0,7784.0,2024-02-08,Paid
3613.0,6035.0,2024-01-04,Sent
3614.0,5713.0,2024-01-12,Delivered
3615.0,9376.0,2024-03-07,Paid
3616.0,8481.0,2024-07-02,Paid
3617.0,574.0,2024-05-19,Delivered
3618.0,9671.0,2024-03-24,Pending
3619.0,6679.0,2024-05-19,Pending
3620.0,,2024-04-01,Paid
3621.0,6658.0,2024-02-02,Pending
3622.0,1423.0,2024-02-18,Paid
3623.0,9843.0,2024-07-07,Sent
3624.0,4678.0,2024-07-05,Paid
3625.0,3642.0,2024-03-18,Sent
3626.0,8678.0,2024-02-20,Paid
3627.0,9223.0,2024-03-05,Paid
3628.0,3537.0,2024-07-11,Pending
3629.0,3694.0,2024-04-21,Delivered
3630.0,3999.0,2024-06-10,Paid
3631.0,2029.0,2024-01-21,Paid
3632.0,4752.0,2024-04-10,Delivered
3633.0,,2024-06-21,Canceled
3634.0,9888.0,,Pending
3635.0,2178.0,2024-02-03,Sent
3636.0,2088.0,2024-03-24,Paid
3637.0,3701.0,2024-01-14,Delivered
3638.0,4022.0,2024-02-13,Pending
3639.0,7131.0,2024-05-30,Sent
3640.0,3510.0,2024-06-13,Sent
,7035.0,2024-06-19,Canceled
3642.0,6081.0,2024-01-31,Paid
3643.0,9454.0,2024-01-26,Delivered
3644.0,5078.0,2024-03-15,Paid
3645.0,7458.0,2024-05-28,Delivered
3646.0,3702.0,2024-06-15,Sent
3647.0,6288.0,2024-04-24,Sent
3648.0,9403.0,2024-07-18,Pending
,6168.0,2024-04-19,Pending
3650.0,3973.0,2024-06-14,Delivered
3651.0,9459.0,2024-04-23,Paid
3652.0,3727.0,2024-07-17,Paid
3653.0,8263.0,2024-06-13,Delivered
3654.0,,2024-01-29,Pending
3655.0,1374.0,2024-04-03,Pending
3656.0,4095.0,2024-06-26,Sent
,8360.0,2024-02-02,Delivered
3658.0,4325.0,2024-02-11,Canceled
3659.0,420.0,,Canceled
3660.0,9461.0,2024-02-24,Paid
3661.0,5987.0,2024-07-23,Sent
3662.0,3562.0,2024-06-13,Paid
3663.0,6383.0,,Delivered
3664.0,9059.0,2024-05-31,Paid
3665.0,799.0,2024-02-10,Paid
3666.0,4299.0,2024-01-28,Pending
3667.0,4978.0,2024-01-31,Delivered
3668.0,3115.0,2024-06-08,Delivered
3669.0,3483.0,2024-05-25,Pending
3670.0,71.0,2024-02-02,Paid
3671.0,6571.0,,Pending
3672.0,5924.0,2024-01-28,Sent
3673.0,,2024-06-11,Pending
3674.0,5853.0,2024-04-01,Paid
3675.0,3478.0,2024-05-03,Paid
3676.0,862.0,2024-04-26,Delivered
3677.0,6044.0,2024-04-16,Paid
,1239.0,2024-05-06,Canceled
3679.0,5093.0,2024-01-23,Paid
3680.0,8439.0,2024-01-12,Pending
3681.0,5832.0,2024-04-25,Pending
3682.0,6207.0,2024-04-07,Paid
3683.0,1450.0,2024-06-16,Paid
3684.0,3310.0,2024-03-11,Pending
3685.0,4998.0,2024-06-18,Paid
3686.0,2288.0,,Delivered
3687.0,4601.0,2024-06-22,Paid
3688.0,1296.0,2024-07-03,
3689.0,8935.0,2024-05-06,Delivered
3690.0,1837.0,2024-04-18,Paid
3691.0,74.0,2024-06-11,Pending
3692.0,4429.0,2024-01-27,Pending
3693.0,736.0,2024-01-04,Paid
3694.0,6373.0,2024-06-03,Pending
3695.0,82.0,2024-07-09,Paid
3696.0,5601.0,2024-01-21,Pending
3697.0,,2024-03-17,Sent
3698.0,5453.0,2024-06-10,Sent
3699.0,4054.0,2024-05-11,Pending
3700.0,71.0,2024-02-16,Canceled
3701.0,8399.0,2024-02-28,Delivered
3702.0,4997.0,2024-06-28,Sent
3703.0,8066.0,2024-03-18,Pending
3704.0,7633.0,2024-06-30,Sent
3705.0,2058.0,2024-03-15,Delivered
,7569.0,2024-06-15,Delivered
3707.0,5056.0,2024-05-14,Delivered
,4028.0,2024-07-03,Sent
3709.0,9848.0,2024-01-13,Canceled
3710.0,1003.0,2024-04-26,Sent
,2763.0,2024-02-09,Paid
3712.0,7071.0,2024-01-01,Sent
3713.0,7033.0,2024-02-17,Delivered
3714.0,7218.0,2024-03-06,Sent
3715.0,8788.0,2024-05-02,Delivered
3716.0,6141.0,2024-01-25,Pending
3717.0,8467.0,2024-01-23,Delivered
3718.0,863.0,2024-03-10,Paid
3719.0,5813.0,2024-07-22,Paid
3720.0,8977.0,,Pending
3721.0,7240.0,2024-07-07,Pending
3722.0,7756.0,2024-05-22,Sent
,2018.0,2024-07-12,Paid
3724.0,8198.0,2024-02-07,Sent
3725.0,4901.0,2024-05-21,Delivered
3726.0,4704.0,2024-03-06,Paid
3727.0,3605.0,2024-02-20,Delivered
3728.0,1588.0,2024-04-10,Pending
3729.0,741.0,2024-04-15,Paid
3730.0,5795.0,2024-01-01,Canceled
3731.0,568.0,2024-07-14,Paid
3732.0,6224.0,2024-01-13,Pending
3733.0,6719.0,2024-01-30,Pending
,1776.0,2024-03-30,Pending
3735.0,1590.0,,Canceled
3736.0,5432.0,2024-01-12,Canceled
3737.0,3759.0,2024-07-18,Delivered
3738.0,7628.0,2024-05-05,Sent
3739.0,8617.0,2024-01-04,Paid
,7127.0,2024-06-25,Paid
3741.0,5232.0,2024-06-02,Sent
3742.0,5858.0,2024-02-11,Paid
3743.0,7029.0,2024-03-17,Paid
3744.0,1141.0,2024-01-25,Delivered
3745.0,3962.0,2024-03-16,Delivered
3746.0,4765.0,2024-06-30,Delivered
3747.0,,2024-07-05,Paid
3748.0,2324.0,2024-05-21,Delivered
3749.0,1588.0,2024-06-08,Paid
,2055.0,2024-04-10,Paid
3751.0,6950.0,2024-01-13,Paid
,5656.0,2024-04-12,Sent
3753.0,2986.0,,Paid
3754.0,3690.0,2024-01-18,Delivered
3755.0,9760.0,2024-05-04,Paid
3756.0,5952.0,2024-06-28,Pending
3757.0,2138.0,2024-04-10,Delivered
3758.0,5382.0,2024-06-29,Delivered
3759.0,6836.0,2024-02-03,Paid
3760.0,4774.0,2024-02-15,Paid
3761.0,1444.0,,Pending
3762.0,899.0,2024-03-11,Paid
3763.0,1043.0,2024-06-26,Delivered
3764.0,2420.0,2024-07-27,Pending
3765.0,4531.0,,Sent
3766.0,7791.0,2024-07-10,Sent
3767.0,9994.0,,Paid
3768.0,6259.0,2024-07-26,Sent
3769.0,3672.0,2024-01-04,Pending
3770.0,7144.0,2024-06-09,Paid
3771.0,9600.0,2024-02-21,Paid
3772.0,2149.0,,Sent
3773.0,9808.0,,Canceled
3774.0,3575.0,2024-04-12,Delivered
3775.0,6892.0,2024-03-22,Paid
3776.0,8682.0,2024-05-12,Pending
3777.0,7484.0,2024-02-19,Delivered
3778.0,9883.0,2024-01-29,Paid
3779.0,9123.0,2024-05-25,Paid
3780.0,4105.0,2024-01-14,Paid
3781.0,2071.0,2024-02-26,Paid
,9698.0,2024-05-11,Paid
3783.0,1404.0,2024-07-19,Pending
3784.0,2239.0,2024-01-05,Paid
3785.0,8167.0,2024-07-01,Paid
,3128.0,2024-02-13,Paid
3787.0,8363.0,2024-06-01,Pending
3788.0,8116.0,2024-07-16,Sent
3789.0,5463.0,,Canceled
3790.0,2842.0,2024-06-02,Paid
3791.0,8483.0,2024-04-18,Paid
3792.0,7855.0,2024-06-14,Sent
3793.0,2666.0,2024-02-17,Paid
3794.0,1394.0,2024-02-13,Paid
3795.0,3021.0,,Sent
3796.0,7807.0,2024-05-27,Paid
3797.0,8860.0,2024-01-20,Canceled
3798.0,1543.0,2024-01-24,Paid
3799.0,2490.0,2024-03-17,Sent
,4935.0,,Delivered
3801.0,9918.0,2024-06-17,Delivered
,3699.0,2024-01-25,Pending
3803.0,3973.0,2024-03-02,Pending
3804.0,4831.0,2024-04-27,Sent
3805.0,5566.0,2024-03-11,Pending
3806.0,8829.0,2024-06-26,Paid
3807.0,9708.0,2024-06-14,Delivered
3808.0,6527.0,,Paid
3809.0,8525.0,2024-02-17,Delivered
3810.0,23.0,2024-04-25,Paid
3811.0,9711.0,2024-04-19,Paid
3812.0,,2024-02-17,Delivered
3813.0,4592.0,2024-04-05,Paid
3814.0,9327.0,2024-07-04,Delivered
3815.0,8344.0,2024-05-13,Paid
3816.0,2903.0,2024-03-29,Sent
3817.0,3827.0,2024-03-15,Paid
3818.0,9686.0,2024-07-18,Pending
3819.0,8636.0,2024-06-08,Paid
3820.0,3079.0,,Pending
3821.0,6351.0,2024-03-16,Paid
3822.0,2301.0,2024-05-23,Paid
3823.0,9407.0,2024-07-04,Pending
3824.0,7858.0,2024-04-19,Paid
3825.0,4658.0,2024-05-13,Paid
3826.0,3301.0,2024-06-02,Paid
3827.0,638.0,2024-05-11,Paid
3828.0,3302.0,2024-05-06,Paid
3829.0,9887.0,2024-02-15,Pending
3830.0,8062.0,2024-03-12,Delivered
3831.0,6651.0,2024-01-03,Delivered
3832.0,9317.0,2024-06-18,Paid
3833.0,3890.0,,Pending
3834.0,8242.0,2024-07-20,Pending
3835.0,5544.0,2024-05-04,Sent
3836.0,7377.0,2024-02-06,Pending
3837.0,7014.0,2024-02-24,Canceled
3838.0,9745.0,2024-01-24,Paid
3839.0,549.0,2024-03-21,Paid
3840.0,7578.0,2024-05-28,Delivered
3841.0,8680.0,2024-05-19,Delivered
3842.0,2532.0,2024-05-04,Delivered
3843.0,,2024-01-02,Paid
3844.0,7285.0,2024-03-24,Paid
3845.0,3658.0,2024-01-31,Paid
3846.0,5909.0,2024-06-09,Pending
,4009.0,2024-05-23,Pending
3848.0,3401.0,,Pending
3849.0,9489.0,2024-07-16,Pending
3850.0,8700.0,2024-05-27,Pending
3851.0,6110.0,2024-04-11,Delivered
3852.0,9231.0,2024-06-06,Pending
3853.0,9232.0,2024-02-06,Sent
3854.0,4475.0,,Delivered
3855.0,1020.0,2024-03-16,Delivered
3856.0,5665.0,2024-01-24,Paid
3857.0,2686.0,2024-03-21,Paid
3858.0,4709.0,,Paid
3859.0,2050.0,2024-06-29,Sent
3860.0,2163.0,,
3861.0,8649.0,2024-03-12,Sent
3862.0,2543.0,2024-01-07,Paid
3863.0,235.0,2024-07-18,Delivered
3864.0,6054.0,2024-05-01,Paid
3865.0,6539.0,2024-04-17,
3866.0,630.0,,Paid
3867.0,,2024-04-16,Pending
3868.0,2047.0,2024-04-11,Paid
3869.0,1294.0,2024-02-05,Sent
3870.0,3518.0,2024-03-13,Delivered
3871.0,2487.0,2024-07-05,Paid
3872.0,6556.0,2024-03-08,Paid
3873.0,8254.0,2024-03-23,Paid
3874.0,5449.0,2024-04-22,Pending
3875.0,4029.0,2024-04-08,Paid
3876.0,2989.0,2024-03-30,Sent
3877.0,4184.0,2024-05-11,Paid
3878.0,7642.0,2024-04-26,Sent
3879.0,6448.0,2024-04-21,Canceled
3880.0,6113.0,2024-02-11,Delivered
3881.0,3065.0,2024-07-12,Pending
3882.0,175.0,2024-04-05,Delivered
3883.0,5048.0,2024-03-17,Paid
3884.0,595.0,2024-03-08,Paid
3885.0,7848.0,2024-04-16,Pending
3886.0,5847.0,2024-05-18,Sent
,242.0,2024-05-18,Paid
3888.0,5321.0,2024-06-16,Pending
3889.0,7045.0,2024-02-12,Paid
3890.0,1128.0,2024-02-23,Pending
3891.0,152.0,2024-06-15,Sent
3892.0,7898.0,2024-04-03,Canceled
3893.0,1060.0,2024-04-07,Paid
3894.0,3595.0,2024-01-19,Delivered
3895.0,5379.0,2024-07-08,Paid
3896.0,2832.0,2024-01-07,Paid
3897.0,6990.0,2024-04-10,Pending
3898.0,1979.0,2024-03-19,Sent
3899.0,3095.0,2024-05-02,Delivered
3900.0,4676.0,2024-07-01,Delivered
3901.0,7790.0,2024-04-23,Pending
3902.0,8174.0,2024-07-21,Paid
3903.0,1854.0,2024-02-14,Sent
3904.0,5801.0,2024-03-02,Paid
3905.0,4986.0,2024-03-08,Delivered
3906.0,9924.0,2024-01-07,Paid
3907.0,6192.0,2024-05-10,Sent
3908.0,1485.0,2024-06-15,Pending
3909.0,3740.0,2024-06-09,Canceled
3910.0,116.0,2024-02-19,
3911.0,5729.0,2024-06-02,Sent
3912.0,6093.0,2024-04-23,
3913.0,2067.0,2024-03-26,Paid
3914.0,1035.0,2024-03-22,Paid
3915.0,4328.0,2024-01-14,Paid
3916.0,9398.0,2024-02-19,Canceled
3917.0,8863.0,2024-03-24,Paid
3918.0,8351.0,2024-03-08,Delivered
3919.0,4281.0,2024-04-21,Paid
3920.0,1867.0,2024-02-26,Paid
3921.0,1040.0,2024-03-08,Pending
3922.0,4105.0,2024-01-12,Canceled
3923.0,3847.0,2024-04-03,Delivered
3924.0,6794.0,2024-02-02,Paid
3925.0,3497.0,2024-04-30,Paid
3926.0,3024.0,2024-03-05,Pending
3927.0,4603.0,,Paid
3928.0,438.0,2024-07-06,Sent
3929.0,3432.0,2024-04-11,Delivered
3930.0,6586.0,2024-04-25,Delivered
3931.0,1770.0,2024-04-08,Sent
3932.0,,2024-06-04,Pending
,,2024-07-03,Canceled
3934.0,950.0,2024-02-09,Pending
3935.0,9258.0,2024-06-24,Paid
3936.0,6606.0,2024-03-05,Pending
3937.0,4800.0,2024-06-04,Delivered
3938.0,3903.0,2024-06-12,Paid
3939.0,2392.0,2024-01-09,Paid
3940.0,7671.0,2024-04-25,Pending
3941.0,3677.0,2024-02-11,Delivered
3942.0,8125.0,2024-05-06,Paid
3943.0,1050.0,2024-01-24,Pending
,6709.0,2024-05-31,Canceled
3945.0,2368.0,2024-02-26,Sent
,9066.0,2024-05-27,Pending
3947.0,6691.0,2024-03-28,Pending
3948.0,4462.0,2024-05-17,Paid
3949.0,8690.0,2024-01-08,Paid
3950.0,8477.0,2024-03-08,Paid
3951.0,4935.0,2024-05-10,Paid
3952.0,7307.0,2024-04-13,Delivered
3953.0,2554.0,2024-05-01,Pending
3954.0,7169.0,2024-03-09,Delivered
3955.0,883.0,2024-02-17,Paid
,5024.0,2024-05-09,Pending
3957.0,1863.0,2024-01-25,Delivered
3958.0,3749.0,2024-03-28,Sent
3959.0,8819.0,2024-03-26,Delivered
3960.0,1233.0,2024-07-09,Pending
3961.0,9294.0,2024-03-29,Paid
3962.0,1496.0,2024-02-27,Pending
3963.0,1811.0,2024-07-13,Pending
3964.0,3197.0,2024-05-01,Pending
3965.0,4940.0,2024-02-02,Sent
,5865.0,2024-03-08,Delivered
3967.0,9053.0,2024-05-05,Paid
,6955.0,2024-06-07,Paid
3969.0,5591.0,2024-03-04,Paid
3970.0,5838.0,2024-07-27,Pending
3971.0,,2024-06-30,Pending
3972.0,439.0,2024-07-17,Paid
,8444.0,2024-07-02,Paid
3974.0,2048.0,2024-06-14,Paid
3975.0,1563.0,2024-04-11,Paid
,,2024-01-28,Sent
3977.0,9674.0,2024-02-14,Pending
3978.0,2474.0,2024-07-14,Paid
3979.0,9423.0,2024-04-17,Pending
3980.0,4053.0,2024-04-10,Pending
3981.0,9583.0,2024-07-18,Paid
3982.0,1983.0,2024-03-01,Paid
,,2024-03-17,Delivered
3984.0,1483.0,2024-03-04,Paid
3985.0,6519.0,2024-05-21,Pending
3986.0,5030.0,2024-04-26,Paid
3987.0,7088.0,2024-07-20,Paid
3988.0,6647.0,2024-07-22,Sent
3989.0,9411.0,2024-04-22,Paid
3990.0,6205.0,,Canceled
3991.0,,2024-07-07,Delivered
3992.0,7862.0,2024-05-03,Paid
3993.0,3229.0,2024-01-21,Sent
3994.0,,2024-03-05,Paid
3995.0,7018.0,2024-05-07,Delivered
3996.0,8172.0,2024-03-04,Delivered
3997.0,9521.0,,Sent
3998.0,884.0,2024-07-14,Pending
,9011.0,2024-05-09,Paid
4000.0,3180.0,2024-01-27,Paid
4001.0,7013.0,2024-02-23,Sent
4002.0,3821.0,2024-06-11,Paid
4003.0,6616.0,2024-03-25,Sent
4004.0,3007.0,2024-05-06,Paid
4005.0,5358.0,2024-04-05,Paid
4006.0,2852.0,2024-03-30,Sent
4007.0,9370.0,2024-05-19,Pending
4008.0,8084.0,2024-02-23,Pending
4009.0,9917.0,2024-05-19,Pending
4010.0,6434.0,2024-02-14,Paid
,2503.0,2024-05-31,Delivered
4012.0,5992.0,2024-03-30,Delivered
4013.0,7878.0,2024-02-17,Canceled
4014.0,8821.0,2024-01-29,Delivered
